order_id,shop_id,user_id,order_amount,total_items,payment_method,Date,Time
2176,71,840,164,1,cash,3/30/2017,5:04:05 PM
3691,75,840,256,2,debit,3/22/2017,4:30:12 AM
320,23,840,156,1,cash,3/4/2017,3:55:53 AM
2365,14,840,116,1,cash,3/2/2017,3:51:09 PM
3115,71,841,328,2,credit_card,3/21/2017,10:09:21 PM
2536,24,841,280,2,cash,3/5/2017,4:51:26 PM
786,53,841,224,2,cash,3/3/2017,9:08:33 AM
4118,32,841,101,1,cash,3/16/2017,6:53:13 PM
934,32,841,202,2,cash,3/29/2017,4:13:34 AM
3561,70,841,173,1,credit_card,3/21/2017,3:44:29 PM
4806,97,841,324,2,debit,3/20/2017,10:23:49 AM
450,91,841,320,2,credit_card,3/6/2017,1:34:40 PM
4013,83,841,129,1,credit_card,3/6/2017,8:21:56 AM
4531,24,841,280,2,debit,3/30/2017,2:13:27 AM
886,59,841,712,4,credit_card,3/28/2017,9:11:18 PM
809,85,841,344,2,debit,3/19/2017,11:30:37 AM
4979,2,841,282,3,cash,3/9/2017,7:13:23 PM
1792,17,841,352,2,debit,3/12/2017,7:26:10 AM
469,2,841,188,2,cash,3/21/2017,6:38:47 PM
581,87,841,149,1,credit_card,3/22/2017,8:21:43 AM
432,98,841,266,2,credit_card,3/12/2017,6:26:39 PM
2763,26,841,176,1,debit,3/6/2017,10:45:11 AM
2233,20,841,127,1,credit_card,3/6/2017,3:39:26 AM
3203,6,841,748,4,credit_card,3/26/2017,8:24:52 AM
1476,43,842,181,1,cash,3/17/2017,11:03:57 PM
3439,66,842,805,5,credit_card,3/22/2017,5:58:37 PM
2330,13,842,640,4,debit,3/27/2017,8:21:51 AM
3777,14,842,232,2,credit_card,3/29/2017,8:26:38 AM
2135,38,842,380,2,credit_card,3/9/2017,11:39:10 PM
1104,81,842,177,1,debit,3/17/2017,11:04:12 PM
1082,87,842,298,2,credit_card,3/22/2017,8:50:57 PM
4615,38,842,380,2,credit_card,3/29/2017,3:52:59 PM
2124,47,842,145,1,debit,3/12/2017,1:43:14 PM
4324,4,842,256,2,cash,3/18/2017,1:10:06 AM
1782,100,842,222,2,credit_card,3/6/2017,12:01:27 PM
258,6,842,374,2,credit_card,3/18/2017,10:12:44 AM
3164,20,842,508,4,credit_card,3/2/2017,6:19:40 AM
1899,45,842,568,4,credit_card,3/11/2017,6:07:38 AM
510,27,842,169,1,cash,3/22/2017,6:42:27 AM
958,12,842,402,2,debit,3/10/2017,9:20:22 PM
2976,19,842,326,2,cash,3/12/2017,11:48:52 PM
3952,5,842,284,2,credit_card,3/10/2017,11:28:32 AM
54,33,842,692,4,debit,3/8/2017,7:36:34 AM
4256,94,842,268,2,credit_card,3/20/2017,9:38:31 PM
4026,49,842,258,2,credit_card,3/8/2017,3:23:25 PM
4472,62,842,320,2,credit_card,3/27/2017,9:01:30 PM
2745,41,842,118,1,cash,3/14/2017,6:36:28 PM
1978,80,843,580,4,credit_card,3/11/2017,12:28:43 PM
3277,1,843,316,2,debit,3/30/2017,11:09:59 AM
1188,55,843,171,1,credit_card,3/28/2017,3:04:38 PM
756,4,843,256,2,credit_card,3/21/2017,4:30:06 PM
255,18,843,156,1,credit_card,3/21/2017,12:14:41 AM
3010,23,843,312,2,credit_card,3/5/2017,4:08:05 AM
4386,6,843,561,3,debit,3/16/2017,1:44:19 PM
2362,90,843,534,3,credit_card,3/11/2017,12:56:06 AM
1823,29,843,652,4,credit_card,3/12/2017,10:09:01 AM
4990,11,843,552,3,credit_card,3/2/2017,3:06:29 PM
900,2,843,188,2,credit_card,3/23/2017,9:27:19 PM
3944,56,843,117,1,debit,3/12/2017,4:22:41 AM
1351,59,843,178,1,cash,3/2/2017,3:12:31 AM
4428,82,843,354,2,debit,3/25/2017,10:45:34 PM
920,22,844,292,2,credit_card,3/25/2017,1:49:21 PM
4184,92,844,90,1,debit,3/26/2017,4:22:39 AM
527,14,844,116,1,cash,3/8/2017,9:57:16 PM
3060,12,844,603,3,credit_card,3/12/2017,7:59:38 AM
257,79,844,362,2,credit_card,3/7/2017,8:21:57 PM
3334,13,844,480,3,credit_card,3/26/2017,8:00:16 PM
4241,89,844,392,2,debit,3/22/2017,10:43:28 AM
2147,99,844,390,2,credit_card,3/5/2017,2:09:10 AM
3525,54,844,266,2,cash,3/27/2017,8:57:35 PM
941,34,844,244,2,credit_card,3/2/2017,9:28:44 AM
2228,4,844,128,1,debit,3/6/2017,8:44:57 AM
2243,60,844,354,2,debit,3/24/2017,12:40:16 PM
2232,90,844,534,3,debit,3/6/2017,3:20:07 AM
1406,70,844,346,2,credit_card,3/11/2017,8:39:18 AM
1334,79,844,181,1,credit_card,3/7/2017,3:19:11 AM
4811,68,844,272,2,credit_card,3/25/2017,5:57:45 PM
4335,76,845,310,2,credit_card,3/11/2017,5:02:15 PM
3501,36,845,130,1,credit_card,3/9/2017,1:41:30 PM
2796,41,845,118,1,cash,3/1/2017,1:29:16 AM
2034,3,845,296,2,credit_card,3/16/2017,8:40:27 AM
1404,41,845,236,2,debit,3/7/2017,2:05:55 AM
2130,76,845,310,2,cash,3/19/2017,4:17:05 PM
4949,12,845,402,2,cash,3/1/2017,10:59:55 AM
2630,93,845,342,3,debit,3/14/2017,9:19:42 PM
135,86,845,390,3,cash,3/27/2017,9:54:53 AM
2915,87,845,298,2,credit_card,3/7/2017,2:03:54 PM
1764,63,845,272,2,debit,3/6/2017,1:11:38 PM
2161,36,845,130,1,credit_card,3/19/2017,3:34:07 AM
2561,6,845,935,5,credit_card,3/16/2017,10:24:30 PM
3794,38,845,570,3,debit,3/7/2017,7:55:16 AM
4212,77,845,312,2,debit,3/7/2017,2:49:30 PM
2521,90,845,356,2,credit_card,3/14/2017,5:04:57 PM
2325,89,845,392,2,credit_card,3/18/2017,6:32:35 PM
1729,7,845,112,1,debit,3/11/2017,1:35:55 AM
1623,33,845,346,2,debit,3/25/2017,1:57:23 PM
3120,87,845,596,4,debit,3/26/2017,11:45:42 PM
2262,64,845,133,1,debit,3/18/2017,1:48:39 PM
3029,25,846,390,3,cash,3/19/2017,8:47:15 PM
3528,34,846,122,1,cash,3/26/2017,5:02:18 AM
2281,39,846,268,2,cash,3/1/2017,9:16:43 PM
1362,38,846,570,3,cash,3/21/2017,7:25:09 PM
4548,67,846,131,1,debit,3/23/2017,8:51:36 AM
1795,31,846,129,1,debit,3/4/2017,12:35:44 PM
1160,86,846,390,3,debit,3/18/2017,5:30:41 AM
2389,73,846,330,2,credit_card,3/14/2017,4:19:59 AM
853,29,846,163,1,credit_card,3/5/2017,1:31:04 AM
4597,6,846,748,4,cash,3/4/2017,5:57:05 AM
2633,19,846,163,1,debit,3/18/2017,6:05:53 PM
683,6,847,187,1,cash,3/1/2017,9:06:32 AM
908,60,847,531,3,debit,3/10/2017,9:17:13 AM
4020,53,847,224,2,cash,3/23/2017,11:03:19 PM
2184,69,847,524,4,debit,3/18/2017,6:52:50 PM
4205,100,847,333,3,debit,3/18/2017,11:13:20 AM
2168,73,847,165,1,debit,3/26/2017,9:37:56 PM
1773,54,847,133,1,cash,3/14/2017,12:09:34 AM
967,99,847,195,1,debit,3/17/2017,1:20:48 AM
4939,77,847,312,2,credit_card,3/1/2017,11:32:33 AM
3972,65,847,154,1,credit_card,3/22/2017,8:56:27 AM
2387,38,847,760,4,cash,3/25/2017,9:48:36 AM
2651,98,847,266,2,cash,3/16/2017,4:27:37 AM
4147,80,847,435,3,credit_card,3/24/2017,3:36:50 PM
1579,70,847,173,1,credit_card,3/3/2017,5:52:46 PM
2708,3,847,148,1,debit,3/2/2017,6:00:39 AM
870,89,847,392,2,cash,3/14/2017,9:16:20 PM
2799,75,847,384,3,debit,3/17/2017,4:24:24 PM
1528,47,847,145,1,debit,3/21/2017,3:04:19 AM
2673,17,847,176,1,debit,3/2/2017,5:09:05 PM
150,100,847,222,2,debit,3/12/2017,9:36:22 PM
1522,83,847,129,1,debit,3/23/2017,9:15:29 AM
2006,93,847,342,3,cash,3/9/2017,6:45:42 PM
4849,43,847,543,3,cash,3/25/2017,10:06:28 PM
2909,70,847,692,4,debit,3/19/2017,11:42:44 PM
42,1,847,316,2,debit,3/20/2017,2:58:02 PM
729,1,847,316,2,debit,3/20/2017,10:34:02 PM
4523,4,848,256,2,cash,3/16/2017,9:29:20 PM
2356,45,848,142,1,credit_card,3/17/2017,2:00:22 PM
3486,23,848,468,3,credit_card,3/18/2017,4:20:53 PM
1358,33,848,519,3,cash,3/29/2017,11:33:24 PM
449,75,848,128,1,credit_card,3/6/2017,3:24:00 AM
318,52,848,292,2,cash,3/30/2017,11:41:34 PM
2890,75,848,256,2,cash,3/10/2017,11:01:50 PM
4513,38,848,760,4,debit,3/27/2017,7:18:04 AM
4817,5,848,284,2,credit_card,3/30/2017,12:37:56 PM
1972,10,848,444,3,credit_card,3/7/2017,12:43:54 PM
4397,56,848,234,2,debit,3/25/2017,3:27:06 PM
2535,13,848,320,2,credit_card,3/14/2017,7:00:24 AM
4050,40,848,161,1,credit_card,3/16/2017,5:32:11 AM
4688,68,848,136,1,debit,3/14/2017,5:15:39 AM
4433,4,848,256,2,debit,3/9/2017,8:35:26 AM
2258,43,848,181,1,cash,3/30/2017,11:02:47 AM
2066,61,848,158,1,debit,3/27/2017,6:05:39 AM
26,82,848,177,1,cash,3/25/2017,9:35:12 PM
1722,53,848,224,2,cash,3/10/2017,10:00:44 AM
11,66,848,322,2,credit_card,3/26/2017,11:36:40 PM
4705,82,848,177,1,cash,3/25/2017,10:52:50 AM
4458,14,848,116,1,credit_card,3/30/2017,7:00:44 AM
379,35,848,328,2,debit,3/3/2017,8:59:29 PM
179,30,849,153,1,debit,3/25/2017,4:09:10 AM
1973,79,849,181,1,credit_card,3/7/2017,4:20:36 PM
4234,79,849,543,3,cash,3/5/2017,6:45:10 PM
620,90,849,178,1,debit,3/28/2017,8:00:13 AM
974,63,849,136,1,cash,3/10/2017,10:02:33 AM
1801,80,849,290,2,debit,3/24/2017,7:06:16 PM
2816,14,849,464,4,credit_card,3/29/2017,5:41:39 AM
1684,25,849,130,1,cash,3/5/2017,11:38:20 AM
4146,12,849,201,1,credit_card,3/10/2017,7:45:23 AM
4928,74,849,765,5,cash,3/28/2017,6:55:57 AM
2494,90,849,356,2,debit,3/9/2017,12:50:54 AM
3050,59,849,178,1,debit,3/3/2017,1:26:52 AM
2393,11,849,184,1,cash,3/7/2017,12:30:52 PM
2430,8,849,264,2,debit,3/5/2017,7:02:54 AM
4930,67,849,393,3,credit_card,3/24/2017,9:45:29 PM
178,57,849,441,3,cash,3/20/2017,5:20:20 AM
863,96,849,306,2,cash,3/5/2017,8:57:02 AM
15,87,849,447,3,credit_card,3/10/2017,11:23:18 AM
3018,29,849,163,1,cash,3/22/2017,3:03:32 PM
2755,96,850,153,1,credit_card,3/13/2017,5:45:39 PM
2292,53,850,224,2,debit,3/15/2017,9:15:40 AM
3137,69,850,524,4,debit,3/10/2017,2:39:53 PM
4630,97,850,324,2,credit_card,3/22/2017,7:31:30 PM
3896,87,850,298,2,credit_card,3/25/2017,9:16:00 PM
98,92,850,180,2,cash,3/22/2017,7:21:26 PM
405,11,850,368,2,credit_card,3/18/2017,12:20:52 AM
549,66,850,644,4,debit,3/18/2017,3:26:39 AM
3402,64,850,133,1,debit,3/15/2017,12:36:35 PM
3680,28,850,492,3,cash,3/11/2017,12:24:46 PM
3005,25,850,130,1,debit,3/1/2017,4:25:27 PM
1803,2,850,282,3,cash,3/8/2017,12:40:06 PM
2192,81,850,531,3,debit,3/3/2017,10:17:58 AM
2622,18,850,156,1,cash,3/16/2017,3:29:20 AM
1055,14,850,116,1,cash,3/15/2017,12:54:01 AM
4061,84,851,459,3,cash,3/26/2017,5:01:43 AM
3912,97,851,162,1,debit,3/17/2017,8:03:21 PM
4367,19,851,163,1,credit_card,3/29/2017,10:02:18 AM
56,51,851,561,3,credit_card,3/13/2017,5:05:25 AM
4161,13,851,160,1,credit_card,3/9/2017,7:18:21 PM
650,100,851,222,2,debit,3/7/2017,6:02:56 AM
2175,49,851,129,1,debit,3/12/2017,3:58:59 PM
4383,61,851,474,3,cash,3/28/2017,10:10:46 PM
4733,62,851,160,1,credit_card,3/8/2017,10:40:00 AM
2627,57,851,147,1,cash,3/6/2017,3:02:04 PM
4126,38,851,380,2,cash,3/8/2017,1:11:10 PM
3170,4,851,128,1,debit,3/21/2017,1:48:12 AM
623,19,851,489,3,credit_card,3/4/2017,5:11:30 AM
3149,25,851,130,1,debit,3/25/2017,9:36:05 PM
359,14,852,232,2,debit,3/17/2017,1:35:25 PM
3940,17,852,352,2,credit_card,3/9/2017,1:48:03 PM
993,62,852,160,1,debit,3/10/2017,7:38:47 PM
919,60,852,354,2,credit_card,3/1/2017,8:31:35 AM
3943,14,852,348,3,debit,3/27/2017,11:32:06 AM
1318,18,852,312,2,cash,3/23/2017,8:41:13 AM
4427,70,852,346,2,cash,3/12/2017,6:30:14 AM
4076,62,852,160,1,credit_card,3/15/2017,6:19:22 AM
1627,96,852,612,4,credit_card,3/6/2017,10:31:17 PM
4635,37,852,284,2,cash,3/29/2017,5:47:51 PM
1379,17,852,528,3,credit_card,3/5/2017,11:15:50 PM
693,24,852,280,2,credit_card,3/10/2017,2:50:56 PM
1298,62,852,160,1,debit,3/6/2017,7:33:04 AM
1879,27,852,507,3,credit_card,3/20/2017,2:21:21 AM
4582,60,852,177,1,cash,3/4/2017,5:06:26 PM
2626,9,852,236,2,debit,3/5/2017,10:25:08 PM
3910,9,852,472,4,debit,3/1/2017,10:16:17 AM
1767,46,852,166,1,debit,3/14/2017,5:30:10 PM
1818,35,852,164,1,cash,3/5/2017,7:45:08 PM
4632,8,852,132,1,debit,3/10/2017,10:22:50 AM
2415,10,852,296,2,credit_card,3/15/2017,2:07:10 AM
1085,92,852,180,2,cash,3/24/2017,1:44:57 PM
4219,65,853,308,2,credit_card,3/17/2017,11:31:51 AM
911,39,853,268,2,cash,3/20/2017,1:06:27 PM
336,92,853,180,2,cash,3/27/2017,12:53:28 PM
4950,57,853,294,2,debit,3/26/2017,8:46:20 PM
600,77,853,468,3,debit,3/9/2017,9:24:37 AM
4891,63,853,136,1,cash,3/30/2017,9:27:00 AM
2131,8,853,132,1,cash,3/5/2017,10:15:47 PM
2938,57,853,147,1,cash,3/6/2017,12:08:46 PM
3695,34,853,122,1,cash,3/4/2017,5:23:48 AM
1397,65,853,308,2,cash,3/2/2017,7:32:41 PM
3341,54,853,133,1,debit,3/9/2017,12:10:03 PM
1063,95,853,336,2,cash,3/21/2017,3:08:30 PM
4139,66,853,161,1,credit_card,3/4/2017,6:52:59 AM
801,45,853,426,3,credit_card,3/4/2017,4:05:45 AM
1867,73,853,165,1,cash,3/7/2017,6:11:31 PM
2721,72,853,640,4,cash,3/9/2017,4:00:24 PM
2358,66,853,161,1,credit_card,3/25/2017,1:44:13 PM
434,39,853,134,1,debit,3/28/2017,5:11:58 PM
1481,66,853,161,1,cash,3/10/2017,5:49:03 PM
3396,39,853,268,2,credit_card,3/10/2017,3:33:16 PM
3311,9,853,236,2,debit,3/8/2017,10:20:19 AM
1151,82,853,885,5,debit,3/24/2017,8:47:47 PM
3249,97,854,324,2,debit,3/20/2017,6:29:44 AM
2000,11,854,368,2,credit_card,3/27/2017,6:04:33 PM
996,6,854,187,1,credit_card,3/7/2017,1:30:32 AM
4972,49,854,129,1,debit,3/28/2017,7:46:53 PM
1165,41,854,118,1,credit_card,3/15/2017,9:34:30 PM
2872,92,854,180,2,cash,3/9/2017,7:25:11 PM
3188,92,854,90,1,credit_card,3/8/2017,6:16:25 PM
2788,62,854,480,3,credit_card,3/23/2017,7:38:16 AM
1961,41,854,118,1,credit_card,3/28/2017,9:43:39 AM
248,26,854,176,1,debit,3/21/2017,7:08:07 PM
2416,28,854,656,4,debit,3/14/2017,11:56:51 PM
3882,47,854,290,2,debit,3/21/2017,10:40:19 AM
4094,94,854,402,3,cash,3/21/2017,1:55:00 AM
302,69,854,131,1,debit,3/19/2017,6:35:02 PM
4562,35,854,164,1,debit,3/13/2017,6:51:48 AM
875,85,854,516,3,credit_card,3/4/2017,4:50:04 AM
3887,40,854,322,2,credit_card,3/28/2017,1:10:28 AM
2678,95,854,168,1,cash,3/28/2017,3:42:37 PM
3687,30,855,459,3,credit_card,3/16/2017,7:51:35 AM
2524,51,855,187,1,cash,3/8/2017,8:39:45 PM
4323,53,855,112,1,cash,3/10/2017,7:39:51 AM
4956,61,855,474,3,cash,3/19/2017,9:27:36 PM
143,80,855,145,1,debit,3/11/2017,1:13:13 AM
3261,10,855,148,1,debit,3/8/2017,6:18:49 AM
3778,73,855,165,1,credit_card,3/2/2017,7:49:38 AM
1666,15,855,306,2,cash,3/22/2017,5:27:28 AM
502,36,855,130,1,credit_card,3/18/2017,12:18:12 AM
2961,43,855,543,3,credit_card,3/29/2017,9:42:54 PM
3658,57,855,147,1,debit,3/22/2017,7:15:56 PM
4755,88,855,176,1,credit_card,3/13/2017,5:55:40 AM
2402,61,855,158,1,cash,3/5/2017,6:26:31 PM
2303,84,855,306,2,debit,3/12/2017,9:22:39 AM
3088,45,855,284,2,credit_card,3/25/2017,9:35:25 PM
638,31,856,129,1,debit,3/6/2017,10:29:51 PM
3189,86,856,260,2,cash,3/12/2017,8:18:44 PM
3891,33,856,692,4,cash,3/17/2017,10:46:46 AM
4271,96,856,306,2,credit_card,3/3/2017,8:25:50 AM
2438,4,856,256,2,cash,3/25/2017,9:47:10 PM
2523,84,856,306,2,debit,3/9/2017,6:19:26 PM
4002,29,856,326,2,cash,3/17/2017,5:44:14 AM
976,28,856,492,3,credit_card,3/7/2017,7:32:35 PM
808,21,856,426,3,credit_card,3/11/2017,2:06:36 PM
4586,35,856,328,2,debit,3/28/2017,11:23:03 AM
4449,90,856,178,1,cash,3/1/2017,3:28:04 PM
3609,6,856,561,3,cash,3/26/2017,3:51:41 AM
442,98,856,399,3,credit_card,3/22/2017,7:58:51 AM
3177,96,856,459,3,debit,3/1/2017,7:47:32 AM
2403,97,856,324,2,cash,3/19/2017,9:05:53 PM
93,22,856,146,1,credit_card,3/24/2017,11:47:02 AM
1189,86,857,260,2,debit,3/1/2017,3:47:30 AM
114,69,857,262,2,credit_card,3/13/2017,9:33:12 PM
2447,82,857,354,2,cash,3/26/2017,7:09:31 AM
4000,98,857,266,2,debit,3/1/2017,2:06:26 PM
83,48,857,234,2,cash,3/11/2017,6:14:37 PM
1977,8,857,132,1,debit,3/1/2017,12:33:37 PM
3647,57,857,441,3,debit,3/18/2017,6:30:32 PM
4854,97,857,324,2,cash,3/22/2017,10:41:25 AM
3938,63,857,272,2,cash,3/30/2017,8:21:38 PM
1696,53,857,448,4,credit_card,3/10/2017,6:46:30 AM
651,49,857,129,1,debit,3/10/2017,4:04:46 AM
1873,71,857,492,3,debit,3/25/2017,7:27:49 AM
661,25,857,260,2,cash,3/29/2017,7:40:06 AM
4846,100,857,111,1,cash,3/26/2017,5:01:35 PM
959,14,857,580,5,debit,3/21/2017,10:49:29 AM
31,76,857,310,2,cash,3/23/2017,9:34:39 PM
3611,30,857,306,2,cash,3/2/2017,11:38:06 PM
890,50,857,193,1,credit_card,3/13/2017,7:58:13 AM
647,39,857,268,2,debit,3/24/2017,3:04:53 AM
4262,91,857,160,1,cash,3/8/2017,11:59:04 PM
4692,53,857,224,2,debit,3/22/2017,6:29:38 AM
3474,24,857,280,2,debit,3/22/2017,10:22:39 AM
3590,38,857,380,2,cash,3/19/2017,11:08:22 PM
3201,92,858,90,1,cash,3/25/2017,3:14:50 PM
384,30,858,459,3,cash,3/18/2017,2:01:27 PM
665,3,858,444,3,debit,3/26/2017,7:35:12 AM
4641,89,858,196,1,cash,3/20/2017,12:39:13 AM
815,71,858,164,1,credit_card,3/21/2017,7:05:26 PM
1096,17,858,176,1,credit_card,3/23/2017,2:09:41 AM
3785,25,858,260,2,debit,3/3/2017,9:59:00 AM
4922,44,858,432,3,credit_card,3/5/2017,5:21:41 PM
3753,66,858,161,1,credit_card,3/7/2017,11:25:34 PM
1394,84,858,306,2,debit,3/20/2017,2:54:40 AM
2991,77,858,312,2,credit_card,3/23/2017,7:32:24 PM
515,94,858,670,5,cash,3/11/2017,10:07:58 PM
1299,31,858,516,4,cash,3/1/2017,6:17:37 AM
291,33,858,346,2,credit_card,3/12/2017,8:03:00 AM
1717,18,858,312,2,credit_card,3/16/2017,2:00:33 AM
2977,21,858,426,3,credit_card,3/18/2017,10:36:31 PM
2441,65,858,154,1,credit_card,3/13/2017,6:08:34 PM
2934,25,858,260,2,credit_card,3/27/2017,7:41:28 AM
1645,23,858,156,1,debit,3/17/2017,7:23:40 PM
4760,22,859,146,1,credit_card,3/17/2017,4:45:10 PM
415,98,859,266,2,credit_card,3/28/2017,2:01:35 PM
4445,49,859,129,1,cash,3/5/2017,9:49:03 AM
3956,31,859,516,4,cash,3/9/2017,5:59:48 PM
2145,20,859,127,1,cash,3/29/2017,11:36:47 PM
968,30,859,153,1,cash,3/8/2017,4:28:22 AM
4295,42,859,704,2,cash,3/24/2017,8:50:40 PM
3079,51,859,374,2,credit_card,3/6/2017,7:44:42 PM
1212,75,859,256,2,cash,3/13/2017,7:33:10 PM
2910,44,859,144,1,credit_card,3/13/2017,12:04:55 AM
2686,93,859,114,1,cash,3/10/2017,1:05:31 AM
622,61,859,158,1,debit,3/15/2017,5:18:08 PM
840,36,859,520,4,cash,3/12/2017,1:00:38 AM
3087,5,859,142,1,debit,3/27/2017,10:26:55 AM
1156,12,860,201,1,debit,3/23/2017,11:31:40 AM
287,58,860,414,3,debit,3/15/2017,9:12:11 PM
1919,12,860,201,1,debit,3/5/2017,8:55:02 AM
3392,4,860,256,2,credit_card,3/27/2017,7:06:03 AM
4536,92,860,180,2,cash,3/12/2017,11:01:23 AM
1727,55,860,171,1,cash,3/4/2017,2:37:16 PM
4991,24,860,140,1,cash,3/26/2017,12:32:39 AM
4554,34,860,366,3,credit_card,3/30/2017,3:36:42 AM
1657,85,860,172,1,debit,3/24/2017,11:55:45 PM
784,2,860,94,1,debit,3/21/2017,1:41:35 PM
3628,16,860,312,2,debit,3/22/2017,8:07:42 PM
3700,88,860,176,1,debit,3/29/2017,9:39:26 PM
4065,72,860,160,1,credit_card,3/11/2017,12:20:51 AM
2487,8,860,264,2,credit_card,3/29/2017,7:17:12 AM
1993,79,860,362,2,cash,3/7/2017,7:47:09 AM
3248,72,860,480,3,cash,3/18/2017,11:24:18 AM
4382,11,860,184,1,credit_card,3/9/2017,8:49:20 AM
1741,70,860,346,2,debit,3/7/2017,12:15:09 PM
4477,37,860,142,1,debit,3/17/2017,2:46:33 AM
2481,72,861,320,2,debit,3/8/2017,3:12:51 AM
1250,24,861,420,3,debit,3/6/2017,11:01:27 PM
4514,81,861,708,4,debit,3/12/2017,3:43:03 PM
1275,32,861,101,1,credit_card,3/26/2017,4:34:51 AM
3710,80,861,290,2,credit_card,3/11/2017,4:17:40 AM
244,93,861,114,1,credit_card,3/3/2017,5:19:17 AM
4776,80,861,290,2,cash,3/14/2017,7:43:58 PM
3377,63,861,408,3,cash,3/25/2017,6:24:01 PM
1147,81,861,531,3,credit_card,3/13/2017,7:36:43 PM
3,44,861,144,1,cash,3/14/2017,4:23:56 AM
2082,60,861,531,3,credit_card,3/13/2017,7:05:10 AM
966,45,861,142,1,cash,3/1/2017,6:31:31 PM
1435,23,861,312,2,cash,3/27/2017,11:03:22 PM
75,5,862,142,1,credit_card,3/26/2017,9:14:45 AM
3621,67,862,262,2,debit,3/1/2017,2:24:13 PM
1935,51,862,187,1,cash,3/13/2017,10:50:09 PM
3055,13,862,320,2,cash,3/11/2017,3:08:29 PM
3570,2,862,94,1,credit_card,3/21/2017,11:35:43 AM
2682,18,862,468,3,credit_card,3/15/2017,11:05:25 AM
3537,36,862,260,2,credit_card,3/14/2017,8:04:00 PM
992,95,862,336,2,credit_card,3/25/2017,11:49:52 AM
603,65,862,308,2,cash,3/11/2017,11:58:27 PM
392,84,862,459,3,credit_card,3/20/2017,4:41:40 PM
2378,22,862,292,2,credit_card,3/6/2017,9:21:06 PM
3063,71,862,656,4,cash,3/10/2017,8:04:02 AM
4773,39,862,402,3,debit,3/25/2017,11:58:53 PM
4479,99,862,390,2,cash,3/2/2017,1:33:10 PM
217,32,862,202,2,debit,3/9/2017,4:46:07 PM
3840,41,862,236,2,cash,3/15/2017,8:07:12 PM
3258,99,862,195,1,cash,3/17/2017,11:22:21 AM
2020,86,863,130,1,cash,3/21/2017,3:13:27 PM
1586,33,863,173,1,cash,3/1/2017,6:34:15 PM
3633,69,863,262,2,credit_card,3/24/2017,8:41:07 PM
555,79,863,181,1,cash,3/6/2017,3:00:51 AM
803,73,863,330,2,debit,3/21/2017,10:34:26 AM
3594,26,863,352,2,cash,3/17/2017,7:13:04 AM
673,19,863,489,3,cash,3/2/2017,4:50:55 PM
4021,95,863,336,2,credit_card,3/8/2017,5:42:13 AM
643,64,863,266,2,cash,3/22/2017,11:58:02 PM
4816,56,863,234,2,cash,3/19/2017,1:54:10 AM
4263,98,863,399,3,credit_card,3/14/2017,1:07:54 AM
3008,9,863,118,1,credit_card,3/14/2017,6:21:32 PM
4744,7,863,224,2,credit_card,3/13/2017,10:16:08 PM
2712,30,863,306,2,cash,3/19/2017,1:02:57 PM
4154,1,863,316,2,cash,3/25/2017,10:25:54 PM
3001,59,863,534,3,debit,3/7/2017,6:44:45 AM
3279,56,863,117,1,debit,3/21/2017,7:54:17 AM
1913,97,863,162,1,credit_card,3/22/2017,6:49:57 PM
4689,44,863,144,1,debit,3/25/2017,1:53:41 PM
2122,59,863,534,3,debit,3/22/2017,12:33:21 PM
2801,87,863,149,1,credit_card,3/3/2017,2:57:22 PM
1386,5,863,568,4,credit_card,3/26/2017,10:26:54 PM
3562,34,864,122,1,cash,3/26/2017,6:23:34 AM
3784,10,864,148,1,cash,3/22/2017,8:00:58 PM
2978,25,864,130,1,cash,3/14/2017,6:47:40 PM
4558,17,864,176,1,debit,3/22/2017,6:55:46 PM
1609,18,864,156,1,credit_card,3/1/2017,10:15:20 PM
2566,3,864,148,1,credit_card,3/1/2017,3:43:43 AM
350,80,864,145,1,debit,3/25/2017,11:51:14 PM
2196,29,864,326,2,credit_card,3/26/2017,6:48:01 AM
990,92,864,450,5,cash,3/28/2017,4:17:44 PM
2571,6,864,187,1,cash,3/2/2017,8:25:44 AM
3048,20,864,127,1,cash,3/26/2017,12:11:04 PM
423,59,864,356,2,debit,3/18/2017,8:23:11 PM
4774,7,864,112,1,cash,3/12/2017,7:29:53 PM
1774,69,864,131,1,debit,3/22/2017,9:40:13 AM
667,47,864,435,3,debit,3/12/2017,12:12:03 AM
2294,23,864,312,2,cash,3/25/2017,10:51:37 AM
4825,26,864,176,1,credit_card,3/10/2017,9:56:02 AM
2213,99,864,195,1,cash,3/26/2017,11:18:28 PM
3291,37,864,142,1,debit,3/3/2017,11:44:34 PM
3403,9,865,590,5,cash,3/2/2017,1:40:45 AM
3280,30,865,459,3,credit_card,3/13/2017,10:14:06 AM
2826,66,865,322,2,credit_card,3/23/2017,9:03:39 AM
4430,17,865,528,3,debit,3/28/2017,5:06:52 PM
3852,49,865,387,3,cash,3/4/2017,1:33:57 PM
2257,86,865,520,4,cash,3/16/2017,2:19:17 AM
316,2,865,282,3,debit,3/17/2017,12:21:31 AM
3665,7,865,224,2,credit_card,3/8/2017,6:36:09 AM
2702,98,865,266,2,cash,3/29/2017,2:22:40 AM
806,45,865,426,3,cash,3/15/2017,1:57:43 AM
233,6,865,374,2,cash,3/8/2017,4:40:15 AM
2008,54,865,133,1,credit_card,3/24/2017,9:13:17 AM
231,68,865,272,2,cash,3/4/2017,7:40:15 PM
